location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Brunei,BRN,30/1/2022,,,,,,1973,,,,,4394,35,0.008
Brunei,BRN,31/1/2022,,,,,,1948,,,,,4339,33,0.007
Brunei,BRN,1/2/2022,,,,,,1923,,,,,4283,31,0.007
Brunei,BRN,2/2/2022,,,,,,1899,,,,,4229,29,0.006
Brunei,BRN,3/2/2022,,,,,,1874,,,,,4174,27,0.006
Brunei,BRN,4/2/2022,,,,,,1849,,,,,4118,25,0.006
Brunei,BRN,5/2/2022,,,,,,1849,,,,,4118,25,0.006
Brunei,BRN,6/2/2022,,,,,,1849,,,,,4118,25,0.006
Brunei,BRN,7/2/2022,,,,,,1849,,,,,4118,25,0.006
Brunei,BRN,8/2/2022,,,,,,1849,,,,,4118,25,0.006
Brunei,BRN,9/2/2022,,,,,,1849,,,,,4118,25,0.006
Brunei,BRN,10/2/2022,,,,,,1849,,,,,4118,25,0.006
Brunei,BRN,11/2/2022,1005173,407394,404051,,,1849,223.87,90.73,89.99,,4118,25,0.006
Brunei,BRN,12/2/2022,,,,,,2027,,,,,4514,25,0.006
Brunei,BRN,13/2/2022,,,,,,2205,,,,,4911,25,0.006
Brunei,BRN,14/2/2022,,,,,,2383,,,,,5307,25,0.006
Brunei,BRN,15/2/2022,,,,,,2561,,,,,5704,25,0.006
Brunei,BRN,16/2/2022,,,,,,2740,,,,,6102,25,0.006
Brunei,BRN,17/2/2022,,,,,,2918,,,,,6499,25,0.006
Brunei,BRN,18/2/2022,1026843,407565,404301,,,3096,228.69,90.77,90.04,,6895,24,0.005
Brunei,BRN,19/2/2022,,,,,,2955,,,,,6581,23,0.005
Brunei,BRN,20/2/2022,,,,,,2814,,,,,6267,22,0.005
Brunei,BRN,21/2/2022,,,,,,2673,,,,,5953,21,0.005
Brunei,BRN,22/2/2022,,,,,,2532,,,,,5639,19,0.004
Brunei,BRN,23/2/2022,,,,,,2391,,,,,5325,18,0.004
Brunei,BRN,24/2/2022,,,,,,2250,,,,,5011,17,0.004
Brunei,BRN,25/2/2022,1041610,407674,404502,,,2110,231.98,90.8,90.09,,4699,16,0.004
Brunei,BRN,26/2/2022,,,,,,2015,,,,,4488,15,0.003
Brunei,BRN,27/2/2022,,,,,,1920,,,,,4276,15,0.003
Brunei,BRN,28/2/2022,,,,,,1825,,,,,4065,15,0.003
Brunei,BRN,1/3/2022,,,,,,1730,,,,,3853,15,0.003
Brunei,BRN,2/3/2022,,,,,,1635,,,,,3641,15,0.003
Brunei,BRN,3/3/2022,,,,,,1540,,,,,3430,15,0.003
Brunei,BRN,4/3/2022,,,,,,1445,,,,,3218,14,0.003
Brunei,BRN,5/3/2022,,,,,,1445,,,,,3218,14,0.003
Brunei,BRN,6/3/2022,,,,,,1445,,,,,3218,14,0.003
Brunei,BRN,7/3/2022,,,,,,1445,,,,,3218,14,0.003
Brunei,BRN,8/3/2022,,,,,,1445,,,,,3218,14,0.003
Brunei,BRN,9/3/2022,,,,,,1445,,,,,3218,14,0.003
Brunei,BRN,10/3/2022,,,,,,1445,,,,,3218,14,0.003
Brunei,BRN,11/3/2022,1061845,407876,404788,,,1445,236.49,90.84,90.15,,3218,14,0.003
Brunei,BRN,12/3/2022,,,,,,1374,,,,,3060,14,0.003
Brunei,BRN,13/3/2022,,,,,,1303,,,,,2902,13,0.003
Brunei,BRN,14/3/2022,,,,,,1231,,,,,2742,12,0.003
Brunei,BRN,15/3/2022,,,,,,1160,,,,,2584,12,0.003
Brunei,BRN,16/3/2022,,,,,,1089,,,,,2425,11,0.002
Brunei,BRN,17/3/2022,,,,,,1017,,,,,2265,11,0.002
Brunei,BRN,18/3/2022,1068468,407945,404935,255588,,946,237.97,90.86,90.19,56.92,2107,10,0.002
Brunei,BRN,19/3/2022,,,,,,914,,,,,2036,10,0.002
Brunei,BRN,20/3/2022,,,,,,881,,,,,1962,10,0.002
Brunei,BRN,21/3/2022,,,,,,848,,,,,1889,11,0.002
Brunei,BRN,22/3/2022,,,,,,816,,,,,1817,11,0.002
Brunei,BRN,23/3/2022,,,,,,783,,,,,1744,11,0.002
Brunei,BRN,24/3/2022,,,,,,751,,,,,1673,11,0.002
Brunei,BRN,25/3/2022,1073496,408026,405095,260375,,718,239.08,90.87,90.22,57.99,1599,12,0.003
Brunei,BRN,26/3/2022,,,,,,718,,,,,1599,13,0.003
Brunei,BRN,27/3/2022,,,,,,717,,,,,1597,14,0.003
Brunei,BRN,28/3/2022,,,,,,716,,,,,1595,15,0.003
Brunei,BRN,29/3/2022,,,,,,716,,,,,1595,16,0.004
Brunei,BRN,30/3/2022,,,,,,715,,,,,1592,17,0.004
Brunei,BRN,31/3/2022,,,,,,714,,,,,1590,18,0.004
Brunei,BRN,1/4/2022,1078490,408162,405286,265042,,713,240.2,90.9,90.26,59.03,1588,19,0.004
Brunei,BRN,2/4/2022,,,,,,735,,,,,1637,96,0.021
Brunei,BRN,3/4/2022,,,,,,757,,,,,1686,173,0.039
Brunei,BRN,4/4/2022,,,,,,778,,,,,1733,250,0.056
Brunei,BRN,5/4/2022,,,,,,800,,,,,1782,326,0.073
Brunei,BRN,6/4/2022,,,,,,821,,,,,1828,403,0.09
Brunei,BRN,7/4/2022,,,,,,843,,,,,1877,480,0.107
Brunei,BRN,8/4/2022,1084543,412058,405414,267071,,865,241.55,91.77,90.29,59.48,1926,557,0.124
Brunei,BRN,9/4/2022,,,,,,943,,,,,2100,579,0.129
Brunei,BRN,10/4/2022,,,,,,1021,,,,,2274,602,0.134
Brunei,BRN,11/4/2022,,,,,,1099,,,,,2448,624,0.139
Brunei,BRN,12/4/2022,,,,,,1177,,,,,2621,647,0.144
Brunei,BRN,13/4/2022,,,,,,1255,,,,,2795,669,0.149
Brunei,BRN,14/4/2022,,,,,,1333,,,,,2969,692,0.154
Brunei,BRN,15/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,16/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,17/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,18/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,19/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,20/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,21/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,22/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,23/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,24/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,25/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,26/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,27/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,28/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,29/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,30/4/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,1/5/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,2/5/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,3/5/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,4/5/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,5/5/2022,,,,,,1411,,,,,3143,714,0.159
Brunei,BRN,6/5/2022,1124061,432057,409091,282887,,1411,250.35,96.23,91.11,63,3143,714,0.159
Brunei,BRN,7/5/2022,,,,,,1732,,,,,3857,793,0.177
Brunei,BRN,8/5/2022,,,,,,2054,,,,,4575,871,0.194
Brunei,BRN,9/5/2022,,,,,,2375,,,,,5290,950,0.212
Brunei,BRN,10/5/2022,,,,,,2696,,,,,6004,1028,0.229
Brunei,BRN,11/5/2022,,,,,,3017,,,,,6719,1106,0.246
Brunei,BRN,12/5/2022,,,,,,3338,,,,,7434,1185,0.264
Brunei,BRN,13/5/2022,1149676,440900,415977,292713,,3659,256.05,98.2,92.64,65.19,8149,1263,0.281
Brunei,BRN,14/5/2022,,,,,,3402,,,,,7577,1128,0.251
Brunei,BRN,15/5/2022,,,,,,3144,,,,,7002,993,0.221
Brunei,BRN,16/5/2022,,,,,,2886,,,,,6428,857,0.191
Brunei,BRN,17/5/2022,,,,,,2629,,,,,5855,722,0.161
Brunei,BRN,18/5/2022,,,,,,2371,,,,,5281,587,0.131
Brunei,BRN,19/5/2022,,,,,,2113,,,,,4706,451,0.1
Brunei,BRN,20/5/2022,1162665,443113,421698,297699,,1856,258.94,98.69,93.92,66.3,4134,316,0.07
Brunei,BRN,21/5/2022,,,,,,1804,,,,,4018,295,0.066
Brunei,BRN,22/5/2022,,,,,,1752,,,,,3902,274,0.061
Brunei,BRN,23/5/2022,,,,,,1700,,,,,3786,253,0.056
Brunei,BRN,24/5/2022,,,,,,1649,,,,,3673,232,0.052
Brunei,BRN,25/5/2022,,,,,,1597,,,,,3557,211,0.047
Brunei,BRN,26/5/2022,,,,,,1545,,,,,3441,190,0.042
Brunei,BRN,27/5/2022,1173118,444293,426764,301719,,1493,261.27,98.95,95.05,67.2,3325,169,0.038
Brunei,BRN,28/5/2022,,,,,,1461,,,,,3254,160,0.036
Brunei,BRN,29/5/2022,,,,,,1429,,,,,3183,152,0.034
Brunei,BRN,30/5/2022,,,,,,1397,,,,,3111,144,0.032
Brunei,BRN,31/5/2022,,,,,,1365,,,,,3040,136,0.03
Brunei,BRN,1/6/2022,,,,,,1333,,,,,2969,128,0.029
Brunei,BRN,2/6/2022,,,,,,1301,,,,,2898,119,0.027
Brunei,BRN,3/6/2022,,,,,,1269,,,,,2826,111,0.025
Brunei,BRN,4/6/2022,,,,,,1269,,,,,2826,111,0.025
Brunei,BRN,5/6/2022,,,,,,1269,,,,,2826,111,0.025
Brunei,BRN,6/6/2022,,,,,,1269,,,,,2826,111,0.025
Brunei,BRN,7/6/2022,,,,,,1269,,,,,2826,111,0.025
Brunei,BRN,8/6/2022,,,,,,1269,,,,,2826,111,0.025
Brunei,BRN,9/6/2022,,,,,,1269,,,,,2826,111,0.025
Brunei,BRN,10/6/2022,1190890,445849,436027,307711,,1269,265.23,99.3,97.11,68.53,2826,111,0.025
Brunei,BRN,11/6/2022,,,,,,1229,,,,,2737,102,0.023
Brunei,BRN,12/6/2022,,,,,,1188,,,,,2646,92,0.02
Brunei,BRN,13/6/2022,,,,,,1147,,,,,2555,83,0.018
Brunei,BRN,14/6/2022,,,,,,1106,,,,,2463,74,0.016
Brunei,BRN,15/6/2022,,,,,,1065,,,,,2372,64,0.014
Brunei,BRN,16/6/2022,,,,,,1025,,,,,2283,55,0.012
Brunei,BRN,17/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,18/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,19/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,20/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,21/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,22/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,23/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,24/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,25/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,26/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,27/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,28/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,29/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,30/6/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,1/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,2/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,3/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,4/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,5/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,6/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,7/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,8/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,9/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,10/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,11/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,12/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,13/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,14/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,15/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,16/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,17/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,18/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,19/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,20/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,21/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,22/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,23/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,24/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,25/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,26/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,27/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,28/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,29/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,30/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,31/7/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,1/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,2/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,3/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,4/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,5/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,6/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,7/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,8/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,9/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,10/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,11/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,12/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,13/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,14/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,15/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,16/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,17/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,18/8/2022,,,,,,984,,,,,2192,45,0.01
Brunei,BRN,19/8/2022,1259753,449031,443811,328836,,984,280.57,100.01,98.84,73.24,2192,45,0.01
Brunei,BRN,20/8/2022,,,,,,929,,,,,2069,41,0.009
Brunei,BRN,21/8/2022,,,,,,874,,,,,1947,37,0.008
Brunei,BRN,22/8/2022,,,,,,818,,,,,1822,33,0.007
Brunei,BRN,23/8/2022,,,,,,763,,,,,1699,29,0.006
Brunei,BRN,24/8/2022,,,,,,708,,,,,1577,25,0.006
Brunei,BRN,25/8/2022,,,,,,653,,,,,1454,21,0.005
Brunei,BRN,26/8/2022,1263938,449149,444079,330826,,598,281.5,100.03,98.9,73.68,1332,17,0.004
Brunei,BRN,27/8/2022,,,,,,614,,,,,1367,20,0.004
Brunei,BRN,28/8/2022,,,,,,630,,,,,1403,23,0.005
Brunei,BRN,29/8/2022,,,,,,645,,,,,1437,27,0.006
Brunei,BRN,30/8/2022,,,,,,661,,,,,1472,30,0.007
Brunei,BRN,31/8/2022,,,,,,677,,,,,1508,33,0.007
Brunei,BRN,1/9/2022,,,,,,693,,,,,1543,37,0.008
Brunei,BRN,2/9/2022,1268899,449429,444412,333420,,709,282.6,100.1,98.98,74.26,1579,40,0.009
Brunei,BRN,3/9/2022,,,,,,695,,,,,1548,41,0.009
Brunei,BRN,4/9/2022,,,,,,682,,,,,1519,42,0.009
Brunei,BRN,5/9/2022,,,,,,669,,,,,1490,44,0.01
Brunei,BRN,6/9/2022,,,,,,656,,,,,1461,45,0.01
Brunei,BRN,7/9/2022,,,,,,643,,,,,1432,46,0.01
Brunei,BRN,8/9/2022,,,,,,629,,,,,1401,47,0.01
Brunei,BRN,9/9/2022,1273212,449769,444757,335738,,616,283.56,100.17,99.05,74.77,1372,49,0.011
Brunei,BRN,10/9/2022,,,,,,555,,,,,1236,43,0.01
Brunei,BRN,11/9/2022,,,,,,494,,,,,1100,38,0.008
Brunei,BRN,12/9/2022,,,,,,433,,,,,964,32,0.007
Brunei,BRN,13/9/2022,,,,,,372,,,,,829,27,0.006
Brunei,BRN,14/9/2022,,,,,,311,,,,,693,21,0.005
Brunei,BRN,15/9/2022,,,,,,250,,,,,557,16,0.004
Brunei,BRN,16/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,17/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,18/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,19/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,20/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,21/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,22/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,23/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,24/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,25/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,26/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,27/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,28/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,29/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,30/9/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,1/10/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,2/10/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,3/10/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,4/10/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,5/10/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,6/10/2022,,,,,,189,,,,,421,10,0.002
Brunei,BRN,7/10/2022,1278500,450060,445424,337552,,189,284.74,100.24,99.2,75.18,421,10,0.002
Brunei,BRN,8/10/2022,,,,,,174,,,,,388,10,0.002
Brunei,BRN,9/10/2022,,,,,,159,,,,,354,9,0.002
Brunei,BRN,10/10/2022,,,,,,144,,,,,321,8,0.002
Brunei,BRN,11/10/2022,,,,,,130,,,,,290,8,0.002
Brunei,BRN,12/10/2022,,,,,,115,,,,,256,7,0.002
Brunei,BRN,13/10/2022,,,,,,100,,,,,223,6,0.001
Brunei,BRN,14/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,15/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,16/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,17/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,18/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,19/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,20/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,21/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,22/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,23/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,24/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,25/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,26/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,27/10/2022,,,,,,85,,,,,189,5,0.001
Brunei,BRN,28/10/2022,1280291,450174,445661,338055,,85,285.14,100.26,99.26,75.29,189,5,0.001
Brunei,BRN,29/10/2022,,,,,,91,,,,,203,6,0.001
Brunei,BRN,30/10/2022,,,,,,96,,,,,214,6,0.001
Brunei,BRN,31/10/2022,,,,,,101,,,,,225,7,0.002
Brunei,BRN,1/11/2022,,,,,,107,,,,,238,7,0.002
Brunei,BRN,2/11/2022,,,,,,112,,,,,249,7,0.002
Brunei,BRN,3/11/2022,,,,,,117,,,,,261,8,0.002
Brunei,BRN,4/11/2022,,,,,,123,,,,,274,8,0.002
Brunei,BRN,5/11/2022,,,,,,123,,,,,274,8,0.002
Brunei,BRN,6/11/2022,,,,,,123,,,,,274,8,0.002
Brunei,BRN,7/11/2022,,,,,,123,,,,,274,8,0.002
Brunei,BRN,8/11/2022,,,,,,123,,,,,274,8,0.002
Brunei,BRN,9/11/2022,,,,,,123,,,,,274,8,0.002
Brunei,BRN,10/11/2022,,,,,,123,,,,,274,8,0.002
Brunei,BRN,11/11/2022,1282008,450287,445786,338532,,123,285.52,100.29,99.28,75.4,274,8,0.002
Brunei,BRN,12/11/2022,,,,,,119,,,,,265,8,0.002
Brunei,BRN,13/11/2022,,,,,,116,,,,,258,8,0.002
Brunei,BRN,14/11/2022,,,,,,112,,,,,249,8,0.002
Brunei,BRN,15/11/2022,,,,,,109,,,,,243,8,0.002
Brunei,BRN,16/11/2022,,,,,,106,,,,,236,8,0.002
Brunei,BRN,17/11/2022,,,,,,102,,,,,227,8,0.002
Brunei,BRN,18/11/2022,,,,,,99,,,,,220,8,0.002
Brunei,BRN,19/11/2022,,,,,,99,,,,,220,8,0.002
Brunei,BRN,20/11/2022,,,,,,99,,,,,220,8,0.002
Brunei,BRN,21/11/2022,,,,,,99,,,,,220,8,0.002
Brunei,BRN,22/11/2022,,,,,,99,,,,,220,8,0.002
Brunei,BRN,23/11/2022,,,,,,99,,,,,220,8,0.002
Brunei,BRN,24/11/2022,,,,,,99,,,,,220,8,0.002
Brunei,BRN,25/11/2022,1283392,450404,445929,338987,,99,285.83,100.31,99.32,75.5,220,8,0.002
Brunei,BRN,26/11/2022,,,,,,96,,,,,214,8,0.002
Brunei,BRN,27/11/2022,,,,,,94,,,,,209,8,0.002
Brunei,BRN,28/11/2022,,,,,,91,,,,,203,8,0.002
Brunei,BRN,29/11/2022,,,,,,88,,,,,196,8,0.002
Brunei,BRN,30/11/2022,,,,,,86,,,,,192,8,0.002
Brunei,BRN,1/12/2022,,,,,,83,,,,,185,8,0.002
Brunei,BRN,2/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,3/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,4/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,5/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,6/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,7/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,8/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,9/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,10/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,11/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,12/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,13/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,14/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,15/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,16/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,17/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,18/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,19/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,20/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,21/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,22/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,23/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,24/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,25/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,26/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,27/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,28/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,29/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,30/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,31/12/2022,,,,,,80,,,,,178,8,0.002
Brunei,BRN,1/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,2/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,3/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,4/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,5/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,6/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,7/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,8/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,9/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,10/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,11/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,12/1/2023,,,,,,80,,,,,178,8,0.002
Brunei,BRN,13/1/2023,1287323,450788,446323,339711,,80,286.71,100.4,99.4,75.66,178,8,0.002
Brunei,BRN,14/1/2023,,,,,,79,,,,,176,7,0.002
Brunei,BRN,15/1/2023,,,,,,78,,,,,174,7,0.002
Brunei,BRN,16/1/2023,,,,,,76,,,,,169,6,0.001
Brunei,BRN,17/1/2023,,,,,,75,,,,,167,6,0.001
Brunei,BRN,18/1/2023,,,,,,74,,,,,165,5,0.001
Brunei,BRN,19/1/2023,,,,,,72,,,,,160,5,0.001
Brunei,BRN,20/1/2023,,,,,,71,,,,,158,4,0.001
Brunei,BRN,21/1/2023,,,,,,71,,,,,158,4,0.001
Brunei,BRN,22/1/2023,,,,,,71,,,,,158,4,0.001
Brunei,BRN,23/1/2023,,,,,,71,,,,,158,4,0.001
Brunei,BRN,24/1/2023,,,,,,71,,,,,158,4,0.001
Brunei,BRN,25/1/2023,,,,,,71,,,,,158,4,0.001
Brunei,BRN,26/1/2023,,,,,,71,,,,,158,4,0.001
Brunei,BRN,27/1/2023,1288317,450849,446431,339864,,71,286.93,100.41,99.43,75.69,158,4,0.001
Brunei,BRN,28/1/2023,,,,,,68,,,,,151,4,0.001
Brunei,BRN,29/1/2023,,,,,,65,,,,,145,4,0.001
Brunei,BRN,30/1/2023,,,,,,63,,,,,140,4,0.001
Brunei,BRN,31/1/2023,,,,,,60,,,,,134,3,0.001
Brunei,BRN,1/2/2023,,,,,,57,,,,,127,3,0.001
Brunei,BRN,2/2/2023,,,,,,54,,,,,120,3,0.001
Brunei,BRN,3/2/2023,,,,,,51,,,,,114,3,0.001
Brunei,BRN,4/2/2023,,,,,,51,,,,,114,3,0.001
Brunei,BRN,5/2/2023,,,,,,51,,,,,114,3,0.001
